id,genres,revenue,title,vote_average,budget,popularity,runtime
2116,Thriller,7.744258262,Out of Time,6.1,0.343136669,-0.105210193,-6.301208755
2118,Thriller,8.101117647,L.A. Confidential,7.7,0.188234709,0.11439479,26.69879124
2119,Adventure,8.198439151,Days of Thunder,5.9,0.422317915,-0.069510398,-4.301208755
2122,Thriller,7.417567692,The Whole Ten Yards,5.5,0.246226656,-0.112927386,-13.30120876
2123,Comedy,8.173975439,"Me, Myself & Irene",6.1,0.351736841,0.309971308,4.698791245
2133,Drama,8.512893273,The Perfect Storm,6.2,0.723347911,0.129700925,18.69879124
2135,Adventure,8.092472121,The Time Machine,5.8,0.547256652,0.133502962,-15.30120876
2140,Thriller,7.809141021,Kiss of the Dragon,6.4,0.042106674,-0.052286414,-13.30120876
2142,Action,7.651880441,Cop Land,6.6,-0.179742076,0.004087999,-7.301208755
2148,Romance,7.413781095,The Cotton Club,6.6,0.407594659,-0.347080948,15.69879124
2155,Thriller,7.507437156,Reindeer Games,5.4,0.267415955,-0.2215435,12.69879124
2157,Adventure,8.134047702,Lost in Space,5,0.547256652,-0.039191579,18.69879124
2162,Thriller,7.051691331,Chill Factor,5.3,0.489264705,-0.76564725,-10.30120876
2163,Thriller,7.700350116,Breakdown,6.6,0.200469166,-0.31844258,-16.30120876
2176,Thriller,7.373272704,The Glass House,5.4,0.12128792,-0.30574838,-5.301208755
2185,Thriller,6.929106632,Big Trouble,6.3,0.246226656,-0.56496773,-26.30120876
2207,Adventure,7.817332103,16 Blocks,6.2,0.384529354,0.228227886,-6.301208755
2251,Thriller,8.076049518,Unfaithful,6.3,0.343136669,-0.123285105,12.69879124
2252,Thriller,7.741248977,Eastern Promises,7.2,0.355973894,0.268885891,-11.30120876
2253,Thriller,8.301628909,Valkyrie,6.7,0.519227928,0.308087147,9.698791245
2255,Comedy,7.079950424,Chasing Amy,6.7,-1.957893326,0.032786455,1.698791245
2266,Romance,6.686400918,"Paris, je t'aime",6.8,-0.241889983,-0.256905951,8.698791245
2268,Adventure,8.570817047,The Golden Compass,5.8,0.89943917,0.352264569,1.698791245
2270,Adventure,8.132131643,Stardust,7.1,0.489264705,0.400425278,15.69879124
2275,Thriller,8.175238777,The General's Daughter,6.1,0.422317915,-0.017579801,4.698791245
2277,Comedy,7.971739591,Bicentennial Man,6.9,0.644166665,0.115772143,19.69879124
2280,Comedy,8.180896176,Big,6.9,-0.10056083,0.035194356,-7.301208755
2288,Romance,8.062600886,Closer,6.7,0.075530429,0.073705077,-7.301208755
2289,Drama,8.238080014,Cold Mountain,6.7,0.541793756,0.109796225,42.69879124
2293,Comedy,6.32686018,Mallrats,6.8,-0.577682085,-0.073214661,-17.30120876
2294,Comedy,7.528764555,Jay and Silent Bob Strike Back,6.4,-0.013410654,0.05863787,-7.301208755
2295,Comedy,7.429564573,Clerks II,6.9,-0.656863331,-0.023962536,-14.30120876
2300,Comedy,8.398287305,Space Jam,6.5,0.547256652,0.276704422,-23.30120876
2309,Adventure,7.759595134,Inkheart,6,0.422317915,0.15055541,-5.301208755
2310,Adventure,8.291670434,Beowulf,5.5,0.489264705,0.27035828,3.698791245
2320,Adventure,8.086250232,Executive Decision,5.8,0.384529354,-0.044784534,21.69879124
2355,Drama,7.346789163,Reign Over Me,7.1,-0.054803339,0.037530953,12.69879124
2370,Thriller,6.77815125,Topaz,6.1,-0.753773344,-0.50473022,31.69879124
2395,Adventure,8.123524981,Asterix at the Olympic Games,5,0.632058061,0.027332089,4.698791245
2428,Drama,7.189583872,The Greatest Story Ever Told,6.5,-0.054803339,-0.802371706,87.69879124
2453,Thriller,6.871264968,Harley Davidson and the Marlboro Man,6.1,0.005894501,-0.171552515,-13.30120876
2454,Adventure,8.62288869,The Chronicles of Narnia: Prince Caspian,6.3,0.996349183,0.451109604,38.69879124
2486,Adventure,8.396701556,Eragon,4.9,0.644166665,0.208332217,-7.301208755
2493,Adventure,7.489365157,The Princess Bride,7.6,-0.151713352,0.367575892,-13.30120876
2501,Thriller,8.330483222,The Bourne Identity,7.3,0.422317915,0.655787667,7.698791245
2502,Thriller,8.460146144,The Bourne Supremacy,7.2,0.519227928,0.444913313,-3.301208755
2503,Thriller,8.646231286,The Bourne Ultimatum,7.3,0.489264705,0.375766827,3.698791245
2539,Comedy,7.740689211,Spanglish,5.8,0.547256652,-0.128538459,18.69879124
2567,Drama,8.008600172,The Aviator,7,0.708624654,0.378006104,58.69879124
2575,Thriller,7.447289262,The Tailor of Panama,6.2,-0.03361404,-0.433047674,-2.301208755
2604,Drama,8.206830456,Born on the Fourth of July,6.7,-0.209705299,0.133013233,33.69879124
2610,Comedy,7.064016169,Shopgirl,5.7,-0.343649181,-0.598050034,-7.301208755
2619,Comedy,7.843988142,Splash,6.1,-0.452743348,0.056048974,-0.301208755
2621,Comedy,7.56359967,Return to Me,6.1,0.024377907,-0.519824909,3.698791245
2636,Thriller,8.231374214,The Specialist,5.5,0.297379179,-0.061456549,-1.301208755
2637,Drama,7.741604881,The Mothman Prophecies,6.1,0.149316643,-0.112805718,7.698791245
2639,Comedy,7.028849348,Deconstructing Harry,7.3,-0.054803339,-0.226013135,-15.30120876
2642,Comedy,7.970137202,Two Weeks Notice,5.9,0.422317915,0.101869247,-10.30120876
2649,Thriller,8.039111189,The Game,7.5,0.343136669,0.517712403,17.69879124
2652,Thriller,6.846473751,Hard Candy,6.8,-1.37810973,0.132489574,-8.301208755
2655,Thriller,8.191630818,What Lies Beneath,6.3,0.644166665,-0.081475531,18.69879124
2662,Horror,7.226072375,House of 1000 Corpses,6,-0.510735295,0.004477502,-22.30120876
2666,Sci Fi,7.434573949,Dark City,7.2,0.075530429,0.313554836,-11.30120876
2669,Action,6.935177742,The Bounty,6.5,0.042106674,-0.409743972,20.69879124
2675,Thriller,8.610923978,Signs,6.4,0.501499161,0.179006496,-5.301208755
2687,Comedy,7.157094947,Memoirs of an Invisible Man,5.7,0.246226656,-0.422395316,-12.30120876
2698,Comedy,8.238046103,Evan Almighty,5.3,0.887204714,0.151571623,-15.30120876
2749,Thriller,7.75097083,15 Minutes,5.7,0.422317915,-0.099115008,8.698791245
2755,Comedy,8.024627492,About Schmidt,6.7,0.12128792,0.018286868,13.69879124
2756,Adventure,7.954242982,The Abyss,7.1,0.489264705,0.116160825,27.69879124
2757,Comedy,7.515889375,Adaptation.,7.3,-0.077079734,0.141176835,2.698791245
2770,Comedy,8.458718802,American Pie 2,6,0.12128792,0.280378113,-3.301208755
2787,Thriller,7.725810876,Pitch Black,6.7,0.005894501,-0.014099916,-3.301208755
2789,Action,8.063606286,The Chronicles of Riddick,6.3,0.665355964,0.163485999,7.698791245
2832,Thriller,7.955493097,Identity,7.1,0.12128792,0.38084412,-21.30120876
2898,Comedy,8.497175786,As Good as It Gets,7.2,0.343136669,0.297355515,27.69879124
2900,Thriller,7.292224783,The Astronaut's Wife,5.4,0.519227928,0.034807037,-2.301208755
2907,Comedy,8.28217428,The Addams Family,6.7,0.12128792,0.289192065,-12.30120876
2925,Comedy,8.06595298,The First Wives Club,6.5,0.059140013,-0.251541748,-9.301208755
2959,Comedy,7.840778504,License to Wed,5.2,0.188234709,-0.119637174,-20.30120876
2976,Comedy,7.95640861,Hairspray,6.5,0.343136669,0.212492974,5.698791245
2977,Romance,7.571844711,Becoming Jane,6.9,-0.138349391,-0.020175682,8.698791245
2989,Adventure,6.301029996,Roar,5.6,-0.125384414,-1.21800019,-9.301208755
3021,Thriller,7.976256405,1408,6.5,0.042106674,0.26505761,-7.301208755
3033,Drama,6.809669318,Gods and Monsters,6.8,-0.355833335,-0.533804962,-6.301208755
3034,Comedy,7.935876576,Young Frankenstein,7.7,-0.908675304,0.280524662,-5.301208755
3040,Thriller,7.505149978,Night Watch,6.3,-0.732584045,-0.182792882,2.698791245
3049,Comedy,8.030265255,Ace Ventura: Pet Detective,6.4,-0.179742076,0.334301438,-25.30120876
3050,Comedy,8.4690213,Doctor Dolittle,5.4,0.495425014,0.050577081,-26.30120876
3059,Drama,6.924007819,Intolerance,7.4,-1.769350679,-0.771580616,85.69879124
3060,Romance,7.342422681,The Big Parade,7,-1.966667251,-1.385830956,39.69879124
3062,Comedy,6.358125285,42nd Street,6.1,-1.713368815,-0.994797952,-22.30120876
3078,Comedy,6.653212514,It Happened One Night,7.7,-1.843949974,-0.206609212,-6.301208755
3080,Comedy,6.505421328,Top Hat,7.4,-1.571216042,-0.690214713,-10.30120876
3083,Comedy,6.982271233,Mr. Smith Goes to Washington,7.9,-1.179742076,-0.19253655,17.69879124
3093,Thriller,7.58691884,Basic Instinct 2,4.6,0.489264705,-0.151313029,2.698791245
3116,Drama,7.651133093,Midnight Cowboy,7.4,-0.799530834,0.043565619,1.698791245
3131,Drama,8.287292151,Gangs of New York,7.1,0.644166665,0.383154223,55.69879124
3132,Adventure,7.819394506,Bad Company,5.4,0.489264705,-0.132315342,4.698791245
3170,Drama,8.427237974,Bambi,6.8,-1.422346047,0.396967992,-41.30120876
3172,Comedy,7.830151608,Bandits,6.2,0.519227928,0.105445825,11.69879124
3175,Romance,7.301029996,Barry Lyndon,7.7,-0.31444065,0.189347431,72.69879124
3291,Drama,7.737192643,"Good Night, and Good Luck.",6.8,-0.510735295,-0.032705151,-18.30120876
3482,Thriller,6.832508913,The Train,7.2,-0.592405341,-0.628837639,21.69879124
3489,Thriller,7.228679634,88 Minutes,5.7,0.12128792,-0.053651373,-3.301208755
3509,Thriller,6.884224121,A Scanner Darkly,6.8,-0.416314082,0.135412701,-11.30120876
3512,Thriller,8.018384576,Under Siege 2: Dark Territory,5.6,0.422317915,-0.164480214,-11.30120876
3536,Thriller,8.106076663,U-571,6.1,0.436558354,-0.023508226,4.698791245
3580,Drama,8.053156283,Changeling,7.3,0.384529354,0.1583653,29.69879124
3594,Thriller,7.889675959,The Number 23,6.3,0.12128792,0.084327432,-10.30120876
3595,Thriller,8.490650383,Ransom,6.4,0.547256652,-0.065967854,5.698791245
3597,Thriller,8.098941691,I Know What You Did Last Summer,5.6,-0.125384414,0.160653342,-11.30120876
3600,Thriller,7.602082921,I Still Know What You Did Last Summer,5.1,0.457080022,0.036805668,-11.30120876
3604,Sci Fi,7.433096836,Flash Gordon,6.1,0.188234709,-0.189673461,-0.301208755
3638,Comedy,7.966615911,No Reservations,6.1,0.091324696,-0.082593884,-7.301208755
3682,Drama,7.224200494,54,5.5,-0.241889983,-0.206262725,-5.301208755
3683,Drama,7.818887056,Flags of Our Fathers,6.7,0.598409174,0.097950433,20.69879124
3877,Drama,6.454714095,Things We Lost in the Fire,6.7,-0.151713352,-0.334518838,1.698791245
3902,Drama,6.602181685,I'm Not There.,6.6,-0.054803339,-0.166090694,23.69879124
3933,Romance,8.068909309,Corpse Bride,7.2,0.246226656,0.358091599,-34.30120876
3981,Comedy,8.573001299,What Women Want,6.1,0.489264705,0.215702115,15.69879124
3989,Adventure,7.706781105,Team America: World Police,6.6,0.149316643,0.142284183,-13.30120876
4011,Comedy,7.865261939,Beetlejuice,7.1,-0.179742076,0.486438702,-19.30120876
4012,Drama,5.620057937,The Believer,6.8,-1.179742076,-0.287374939,-13.30120876
4105,Thriller,7.661738991,Black Rain,6.2,0.12128792,-0.232048363,13.69879124
4108,Thriller,7.642750645,The Transporter,6.6,-0.03361404,0.255869405,-19.30120876
4133,Drama,7.92055269,Blow,7.4,0.368442535,0.171449138,12.69879124
4147,Thriller,8.257682121,Road to Perdition,7.3,0.547256652,0.409779659,5.698791245
4148,Romance,7.876366197,Revolutionary Road,6.7,0.188234709,0.027677455,7.698791245
4174,Thriller,6.84509804,Spellbound,7.3,-1.179742076,-0.233996302,-0.301208755
4232,Horror,8.238163229,Scream,7,-0.209705299,0.381609075,-0.301208755
4233,Horror,8.236444803,Scream 2,6.1,0.024377907,0.26597362,8.698791245
4234,Horror,8.209070509,Scream 3,5.7,0.246226656,0.116689974,4.698791245
4244,Comedy,7.843232778,The Kid,6,0.457080022,-0.019093123,-7.301208755
4248,Comedy,8.149898292,Scary Movie 2,5.4,0.297379179,0.267608617,-28.30120876
4251,Romance,7.468130424,Veer-Zaara,7.4,-0.510735295,-0.71035223,80.69879124
4256,Comedy,8.343749626,Scary Movie 3,5.8,0.325407902,0.282197073,-27.30120876
4257,Comedy,8.251060285,Scary Movie 4,5.3,0.297379179,0.231429384,-28.30120876
4258,Comedy,7.8941983,Scary Movie 5,4.6,-0.054803339,0.284960479,-25.30120876
4327,Adventure,8.421777519,Charlie's Angels,5.6,0.607954492,0.323156695,-13.30120876
4347,Romance,8.111484515,Atonement,7.4,0.12128792,0.242235132,11.69879124
4348,Romance,8.083316059,Pride & Prejudice,7.7,0.091324696,0.282177141,23.69879124
4349,Thriller,7.937811458,The Kingdom,6.5,0.489264705,0.135922742,-1.301208755
4379,Comedy,8.189630428,Monster-in-Law,5.6,0.277635121,-0.263578036,-10.30120876
4380,Comedy,8.230776971,Shall We Dance?,5.9,0.343136669,-0.127849176,-4.301208755
4421,Action,7.682769037,G.I. Jane,6,0.343136669,0.007465186,13.69879124
4442,Adventure,8.022495457,The Brothers Grimm,5.6,0.588649337,0.322443797,6.698791245
4464,Drama,8.171247867,Seabiscuit,6.7,0.583685918,-0.110141759,29.69879124
4476,Adventure,8.205850676,Legends of the Fall,7.2,0.12128792,0.149490683,21.69879124
4477,Thriller,8.148625933,The Devil's Own,5.9,0.598409174,-0.094990889,-4.301208755
4512,Action,7.167665606,The Assassination of Jesse James by the Coward Robert Ford,7,0.12128792,0.269526202,48.69879124
4513,Thriller,7.877981308,30 Days of Night,6.2,0.12128792,0.24255748,1.698791245
4515,Adventure,7.800826133,Lions for Lambs,6,0.188234709,-0.290372503,-19.30120876
4517,Romance,7.870623707,Elizabeth: The Golden Age,6.6,0.384529354,-0.097155347,2.698791245
4518,Drama,7.914610962,Elizabeth,7.1,0.12128792,-0.129449948,12.69879124
4523,Comedy,8.532101367,Enchanted,6.6,0.573585591,0.184567885,-4.301208755
4547,Thriller,8.293135767,Panic Room,6.5,0.325407902,0.443517065,-0.301208755
4551,Comedy,7.978756071,Be Cool,5.4,0.368442535,-0.011255521,6.698791245
4553,Thriller,6.913985153,The Machinist,7.3,-0.656863331,0.266072422,-10.30120876
4566,Drama,7.968444818,Michael Clayton,6.5,0.042106674,-0.003243393,7.698791245
4584,Romance,8.130333768,Sense and Sensibility,7.2,-0.138349391,0.039007471,24.69879124
4597,Thriller,7.360635459,Armored,5.5,-0.054803339,-0.098917433,-23.30120876
4599,Comedy,7.696518987,Raising Helen,5.9,0.343136669,-0.157319005,7.698791245
4614,Thriller,8.285557309,The Sum of All Fears,5.9,0.476675578,0.068991407,12.69879124
4638,Comedy,7.906193706,Hot Fuzz,7.4,-0.276652089,0.305735977,9.698791245
4723,Adventure,5.573733529,Southland Tales,5.2,-0.125384414,-0.310328939,32.69879124
4806,Comedy,8.490601025,Runaway Bride,5.7,0.489264705,0.024895339,4.698791245
4824,Adventure,8.202298319,The Jackal,6.1,0.422317915,0.014399192,12.69879124
4836,Thriller,7.073726193,Layer Cake,7,-0.542919978,0.099160733,-6.301208755
4858,Thriller,7.178156881,The Invasion,5.7,0.547256652,-0.085955628,-12.30120876
4911,Thriller,6.965553041,Dark Blue,6.5,-0.179742076,-0.476746577,6.698791245
4912,Thriller,7.518695582,Confessions of a Dangerous Mind,6.6,0.12128792,-0.021853747,1.698791245
4922,Thriller,8.523658147,The Curious Case of Benjamin Button,7.3,0.820257924,0.498983967,54.69879124
4935,Adventure,8.370532435,Howl's Moving Castle,8.2,0.024377907,0.41393149,7.698791245
4942,Comedy,7.61594471,Leatherheads,5.7,0.407594659,-0.392411694,2.698791245
4944,Comedy,8.214101919,Burn After Reading,6.5,0.212368389,0.223241198,-15.30120876
4951,Comedy,7.728176505,10 Things I Hate About You,7.3,-0.151713352,0.455684915,-14.30120876
4958,Drama,7.596150774,The Legend of Bagger Vance,6.3,0.547256652,-0.054540502,14.69879124
4959,Thriller,7.779317869,The International,6,0.343136669,-0.154272004,6.698791245
4964,Comedy,8.34059583,Knocked Up,6.2,0.12128792,0.071595398,17.69879124
4967,Comedy,7.568624122,Keeping the Faith,5.9,0.12128792,-0.373385167,15.69879124
4970,Thriller,8.151036643,Gothika,5.8,0.246226656,0.155108011,-13.30120876
4982,Drama,8.425640233,American Gangster,7.4,0.644166665,0.345856379,45.69879124
4995,Drama,7.634493332,Boogie Nights,7.5,-0.179742076,0.016775142,43.69879124
4997,Thriller,6.392071259,Wonderland,6.2,-0.656863331,-0.389536663,-7.301208755
5038,Romance,7.984116011,Vicky Cristina Barcelona,6.7,-0.179742076,0.234208717,-15.30120876
5123,Drama,7.820346152,August Rush,7.1,0.042106674,0.189201963,2.698791245
5125,Thriller,7.393551865,Rendition,6.2,0.083499359,-0.175906025,8.698791245
5137,Adventure,7.763118606,Sky Captain and the World of Tomorrow,5.7,0.489264705,0.110965147,-4.301208755
5172,Adventure,7.046529852,The Astronaut Farmer,6.2,-0.241889983,-0.450880373,-7.301208755
5174,Thriller,8.411657129,Rush Hour 3,6.1,0.790294701,0.07245378,-20.30120876
5175,Thriller,8.540737047,Rush Hour 2,6.4,0.598409174,0.272950077,-21.30120876
5236,Comedy,7.198248658,Kiss Kiss Bang Bang,7.2,-0.179742076,0.233303396,-8.301208755
5255,Adventure,8.485545019,The Polar Express,6.4,0.861650609,0.393962332,-11.30120876
5279,Thriller,7.943267139,Gosford Park,6.8,-0.059168145,-0.213175977,25.69879124
5393,Comedy,7.580762832,Happily N'Ever After,4.6,0.316264523,-0.263622377,-36.30120876
5491,Action,7.330413773,Battlefield Earth,3,0.287619341,-0.383954119,6.698791245
5503,Adventure,8.566880117,The Fugitive,7.2,0.287619341,0.458336077,18.69879124
5550,Adventure,7.029229921,RoboCop 3,4.2,-0.013410654,-0.113042952,-7.301208755
5551,Adventure,8.110199451,Space Cowboys,6.3,0.457080022,-0.08322303,18.69879124
5559,Adventure,8.458780693,Bee Movie,5.7,0.820257924,0.186243047,-20.30120876
5689,Adventure,7.769769388,The Blue Lagoon,5.8,-0.702620821,0.07271545,-7.301208755
5722,Thriller,7.602059991,Beyond the Valley of the Dolls,6.6,-1.035687049,-0.648755679,-2.301208755
5723,Romance,7.316190857,Once,7.3,-2.151713352,-0.001167376,-26.30120876
5769,Adventure,7.575187845,Tom Jones,6.1,-1.355833335,-0.828840008,16.69879124
5780,Thriller,7.113943352,Torn Curtain,6.4,-0.87871208,-0.382113745,16.69879124
5820,Thriller,7.891650872,The Sentinel,5.8,0.422317915,-0.094924239,-3.301208755
5822,Action,7.181843588,Sweet Sweetback's Baadasssss Song,4.6,-2.179742076,-2.157658946,-14.30120876
5852,Thriller,7.472756449,Angel Eyes,5.6,0.368442535,-0.471240408,-9.301208755
5854,Thriller,6.897627091,Family Plot,6.7,-1.054803339,-0.697589299,9.698791245
5876,Thriller,7.756607129,The Mist,6.7,-0.10056083,0.288312834,14.69879124
5902,Drama,7.705436047,A Bridge Too Far,6.9,-0.013410654,0.025453902,63.69879124
5915,Adventure,7.750162225,Into the Wild,7.8,-0.179742076,0.35882225,36.69879124
5925,Adventure,7.06983346,The Great Escape,7.8,-0.753773344,0.263718054,60.69879124
5955,Thriller,7.46834733,The Pledge,6.5,0.188234709,-0.184360615,11.69879124
5966,Comedy,8.235435988,Along Came Polly,5.8,0.267415955,0.240526722,-21.30120876
6023,Romance,8.195443927,P.S. I Love You,6.9,0.12128792,0.188552052,14.69879124
6038,Adventure,7.946076207,Shanghai Knights,6,0.343136669,-0.070226487,3.698791245
6068,Adventure,8.214843848,Six Days Seven Nights,5.6,0.489264705,-0.019501031,-13.30120876
6073,Comedy,8.169806739,The Mexican,5.8,0.400041521,0.041558057,11.69879124
6114,Romance,8.334177589,Dracula,7.1,0.246226656,0.372322054,16.69879124
6116,Adventure,8,Spice World,4.7,0.042106674,-0.442928296,-18.30120876
6171,Thriller,7.879184428,Dreamcatcher,5.3,0.476675578,0.146905976,24.69879124
6278,Adventure,7.634094015,Reign of Fire,6,0.422317915,0.160034717,-10.30120876
6282,Comedy,8.056586534,Coyote Ugly,5.8,0.297379179,0.146987275,-11.30120876
6415,Adventure,8.033423755,Three Kings,6.6,0.519227928,0.262621927,2.698791245
6435,Comedy,7.669162265,Practical Magic,6.3,0.519227928,-0.100908682,-7.301208755
6439,Comedy,7.972075596,Racing Stripes,5.1,0.12128792,-0.374878891,-9.301208755
6466,Horror,8.060353403,Freddy vs. Jason,5.8,0.12128792,0.145332863,-14.30120876
6477,Comedy,8.557948049,Alvin and the Chipmunks,5.5,0.422317915,0.394079839,-19.30120876
6479,Thriller,8.767414888,I Am Legend,6.9,0.820257924,0.569334477,-10.30120876
6488,Comedy,7.725978404,Arachnophobia,6.2,0.135528359,-0.079833437,-8.301208755
6519,Adventure,8.044554169,The Dukes of Hazzard,5.1,0.343136669,-0.077477642,-7.301208755
6520,Adventure,8.105852155,First Knight,5.9,0.384529354,0.000905253,22.69879124
6538,Comedy,8.075548458,Charlie Wilson's War,6.5,0.519227928,-0.009263223,-9.301208755
6552,Thriller,6.618281402,Idle Hands,6.1,0.042106674,-0.347461937,-19.30120876
6557,Comedy,8.204823293,27 Dresses,6.1,0.12128792,0.205958835,-0.301208755
6575,Comedy,7.262857926,Walk Hard: The Dewey Cox Story,6.6,0.188234709,-0.25030108,-15.30120876
6615,Comedy,7.052834824,Lars and the Real Girl,7.1,-0.276652089,-0.081985278,-5.301208755
6639,Romance,6.663475524,Love in the Time of Cholera,6.4,0.297379179,-0.551809599,27.69879124
6687,Thriller,6.772791693,Transsiberian,6.5,-0.179742076,-0.223107482,-0.301208755
6795,Adventure,7.808356171,Zathura: A Space Adventure,6.1,0.457080022,-0.099433076,-10.30120876
6877,Comedy,7.947997997,Failure to Launch,5.5,0.343136669,-0.006814881,-14.30120876
6947,Thriller,8.409421673,The Village,6.2,0.422317915,0.158092584,-3.301208755
6950,Thriller,8.27843247,Outbreak,6.3,0.343136669,0.201725781,15.69879124
6957,Comedy,8.039212738,The 40 Year Old Virgin,6.2,0.059140013,0.304052286,4.698791245
6961,Comedy,7.673712259,The Wedding Date,6.2,-0.179742076,-0.272763267,-23.30120876
6963,Comedy,7.096311142,The Weather Man,6,-0.054803339,-0.134011735,-10.30120876
6964,Comedy,8.42606981,Something's Gotta Give,6.3,0.547256652,-0.052212954,16.69879124
6972,Drama,7.695078734,Australia,6.3,0.758110017,0.17889824,53.69879124
6973,Thriller,7.470436807,In the Valley of Elah,6.6,0.005894501,-0.085873367,12.69879124
6977,Thriller,8.234517284,No Country for Old Men,7.7,0.042106674,0.448419382,10.69879124
6978,Adventure,7.041392685,Big Trouble in Little China,7.1,0.042106674,0.193051679,-12.30120876
7191,Thriller,8.232396385,Cloverfield,6.4,0.042106674,0.390453224,-26.30120876
7214,Drama,7.884624364,Coach Carter,7.3,0.12128792,0.085024124,24.69879124
7220,Action,7.73798816,The Punisher,6.1,0.162680605,0.264190274,12.69879124
7278,Comedy,7.927610704,Meet the Spartans,3.7,0.12128792,-0.255437661,-27.30120876
7288,Thriller,7.286055112,Duplex,5.9,0.246226656,-0.088265886,-22.30120876
7299,Thriller,6.729136025,Equilibrium,6.9,-0.054803339,0.367897562,-4.301208755
7303,Comedy,8.190070183,Maid in Manhattan,5.6,0.384529354,0.014195846,-6.301208755
7304,Thriller,6.977723605,Running Scared,7,-0.125384414,0.004705599,10.69879124
7305,Adventure,7.565067146,Alive,6.7,0.149316643,-0.120088304,8.698791245
7326,Comedy,8.364385095,Juno,7,-0.480772072,0.015174085,-15.30120876
7341,Thriller,7.249509103,The Rage: Carrie 2,5.1,-0.03361404,-0.601544417,-7.301208755
7345,Drama,7.887666302,There Will Be Blood,7.9,0.042106674,0.296585438,46.69879124
7350,Comedy,8.243961498,The Bucket List,7,0.297379179,0.21450634,-14.30120876
7364,Adventure,8.076529348,Sahara,5.7,0.758110017,0.053453659,12.69879124
7443,Comedy,8.351863076,Chicken Run,6.5,0.297379179,0.221165234,-27.30120876
7445,Thriller,7.636671896,Brothers,6.8,0.059140013,0.062815832,-7.301208755
7446,Comedy,8.274325642,Tropic Thunder,6.5,0.607954492,0.354291768,-4.301208755
7450,Adventure,7.565312102,Titan A.E.,6.3,0.519227928,-0.121430262,-17.30120876
7451,Adventure,8.443182196,xXx,5.8,0.489264705,0.383696949,12.69879124
7453,Adventure,8.01902658,The Hitchhiker's Guide to the Galaxy,6.6,0.343136669,0.432731728,-2.301208755
7459,Action,7.972877212,Speed Racer,5.7,0.723347911,-0.04911531,23.69879124
7461,Thriller,8.179441167,Vantage Point,6.2,0.246226656,0.114437431,-21.30120876
7484,Adventure,8.295146955,Open Season,6.1,0.573585591,0.144088028,-28.30120876
7485,Thriller,7.980898305,Shooter,6.9,0.4294965,0.291504972,12.69879124
7501,Thriller,7.079181246,Knockaround Guys,5.9,-0.179742076,-0.371896616,-19.30120876
7510,Comedy,6.829618795,Running with Scissors,5.8,-0.276652089,-0.602575896,4.698791245
7512,Adventure,5.694870958,Idiocracy,6.3,0.12128792,0.165115818,-27.30120876
7516,Thriller,7.756665732,Smokin' Aces,6.4,-0.125384414,0.089807261,-2.301208755
7518,Comedy,8.535796809,Over the Hedge,6.3,0.547256652,0.279118103,-28.30120876
7552,Comedy,8.305407506,Fun with Dick and Jane,5.9,0.644166665,0.119584246,-21.30120876
7553,Comedy,7.270392084,Waiting...,6.2,-0.87871208,-0.271211646,-17.30120876
7735,Thriller,7.278753601,The Wave,7.5,-0.480772072,0.121685604,-4.301208755
7737,Action,8.171469208,Resident Evil: Extinction,6.1,0.297379179,-0.199571024,-17.30120876
7859,Drama,6.691234043,Half Nelson,6.5,-1.510735295,-0.188460463,-4.301208755
7870,Romance,5.930883857,Down in the Valley,5.9,-0.452743348,-0.40991436,0.698791245
7873,Thriller,6.775758804,Harsh Times,6.3,-1.054803339,-0.167201317,8.698791245
7874,Drama,7.037579709,Black Snake Moan,6.6,-0.179742076,-0.223080731,4.698791245
7913,Drama,7.060779065,Rang De Basanti,7.2,-1.013410654,-0.564527204,45.69879124
7942,Comedy,7.51851394,"Run, Fatboy, Run",6.2,-0.355833335,-0.107769647,-11.30120876
7979,Drama,7.864962033,The Kite Runner,7.3,-0.054803339,-0.262131991,16.69879124
7980,Drama,7.970930438,The Lovely Bones,6.6,0.457080022,0.185119796,24.69879124
8007,Thriller,7.962621229,Behind Enemy Lines,6,0.246226656,0.099334139,-5.301208755
8009,Adventure,6.770852012,Highlander,6.8,-0.151713352,0.185070749,4.698791245
8011,Action,7.565847819,Highlander: The Final Dimension,4.5,0.059140013,-0.379956184,-12.30120876
8012,Thriller,8.061081444,Get Shorty,6.4,0.124892044,-0.088401377,-6.301208755
8046,Drama,6.861307885,Gigli,3.5,0.376560425,-0.324297634,9.698791245
8051,Comedy,7.230448921,Punch-Drunk Love,6.9,0.042106674,-0.078054217,-16.30120876
8053,Adventure,7.080487555,The Three Burials of Melquiades Estrada,7,-0.179742076,-0.196041616,9.698791245
8054,Adventure,7.808566145,The Imaginarium of Doctor Parnassus,6.3,0.12128792,0.289209259,11.69879124
8055,Romance,8.053152575,The Reader,7.2,0.149316643,0.249392286,12.69879124
8065,Drama,7.843999742,21,6.5,0.188234709,0.373545225,11.69879124
8068,Thriller,7.404926806,Desperado,6.8,-0.510735295,0.125619148,-7.301208755
8069,Sci Fi,6.397940009,Barbarella,5.7,-0.401590826,-0.129688271,-13.30120876
8077,Action,8.203504871,Alien³,6.2,0.343136669,0.380288013,2.698791245
8078,Action,8.209515015,Alien: Resurrection,5.9,0.489264705,0.292335502,-2.301208755
8080,Thriller,7.113943352,Suspect Zero,5.5,0.075530429,-0.340803677,-12.30120876
